"","title","Author","Affiliation","Country","Zone","paper_zone","paper_country","Year","Journal","journals_2","field","bio_monet","main_method","biodiv_objective","partial_general","...16","biodiv_measure","biodiv_direct","biodiv_functional_historical","biodiv_indicator_level","biodiv_indicator_use","biodiv_proxy","...23","species_2","species","biodiv_type","ess_binary","ess_type","ess_measure","paper_empirical","method_static","method_resolution","method_spatial","spatial_ecology","spatial_economy","positive_normative","comments","affiliation_class","FLAG","keywords","keywords2","ecological_model","stoch_ecol","stoch_econ","habitat2","biodiv_type2","id_unique_author","last_names_author"
"829","Efficient Conservation in a Utility-Maximization Framework","Frank W. Davis","University of California","USA","North America","North America","USA",2006,"Ecology and Society","Ecology","Ecology","Yes","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Southern California",0,"0","0","Theoretical & empirical","Static","Both",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Economics (full, applied, agricultural, environmental, ecological)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",492,"davis"
"830","Efficient Conservation in a Utility-Maximization Framework","Christopher Costello","University of California","USA","North America","North America","USA",2006,"Ecology and Society","Ecology","Ecology","Yes","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Southern California",0,"0","0","Theoretical & empirical","Static","Both",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Economics (full, applied, agricultural, environmental, ecological)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",54,"costello"
"831","Efficient Conservation in a Utility-Maximization Framework","David Stoms","University of California","USA","North America","North America","USA",2006,"Ecology and Society","Ecology","Ecology","Yes","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Southern California",0,"0","0","Theoretical & empirical","Static","Both",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Economics (full, applied, agricultural, environmental, ecological)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",493,"stoms"
"832","Multiple Species Boreal Forests – What Faustmann Missed","ANNE-SOPHIE CRÉPIN","The Beijer International Institute of Ecological Economics, The Royal Swedish Academy of Sciences, Box 50005, 10405 Stockholm","Sweden","Europe","Europe","Sweden",2003,"Environmental and Resource Economics","Economics","Economics","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest & Animal - Mammalia - Artiodactyla - Alces",0,"0","0","Theoretical","Dynamic","Both",NA,"Absent","Absent","Normative","Optimal harvesting of an ecosystem","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",494,"crépin"
"833","Biotechnical portfolio management of mixed-species forests","Marielle Brunette","LEF, AgroParisTech, INRA,","France","Europe","Europe","France",2017,"Journal of Bioeconomics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest",0,"0","0","Theoretical & empirical","Static","Both",NA,"Absent","Absent","Normative","Optimal harvesting of a portfolio of species","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Other","No","Yes","Forest","Common",495,"brunette"
"834","Biotechnical portfolio management of mixed-species forests","Arnaud Dragicevic","LEF, AgroParisTech, INRA, & Istanbul Technical University [ITU, Department of Economics]","France","Europe","Europe","France",2017,"Journal of Bioeconomics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest",0,"0","0","Theoretical & empirical","Static","Both",NA,"Absent","Absent","Normative","Optimal harvesting of a portfolio of species","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Other","No","Yes","Forest","Common",496,"dragicevic"
"835","Biotechnical portfolio management of mixed-species forests","Jonathan Lenglet","LEF, AgroParisTech, INRA, 54000 Nancy, France","France","Europe","Europe","France",2017,"Journal of Bioeconomics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest",0,"0","0","Theoretical & empirical","Static","Both",NA,"Absent","Absent","Normative","Optimal harvesting of a portfolio of species","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Other","No","Yes","Forest","Common",497,"lenglet"
"836","Biotechnical portfolio management of mixed-species forests","Alexandra Niedzwiedz","LEF, AgroParisTech, INRA, 54000 Nancy, France","France","Europe","Europe","France",2017,"Journal of Bioeconomics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest",0,"0","0","Theoretical & empirical","Static","Both",NA,"Absent","Absent","Normative","Optimal harvesting of a portfolio of species","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Other","No","Yes","Forest","Common",498,"niedzwiedz"
"837","Biotechnical portfolio management of mixed-species forests","Vincent Badeau","EEF, Lorraine University, INRA","France","Europe","Europe","France",2017,"Journal of Bioeconomics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest",0,"0","0","Theoretical & empirical","Static","Both",NA,"Absent","Absent","Normative","Optimal harvesting of a portfolio of species","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Other","No","Yes","Forest","Common",499,"badeau"
"838","Biotechnical portfolio management of mixed-species forests","Jean-Luc Dupouey","EEF, Lorraine University, INRA","France","Europe","Europe","France",2017,"Journal of Bioeconomics","Economics","Economics","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Community","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest",0,"0","0","Theoretical & empirical","Static","Both",NA,"Absent","Absent","Normative","Optimal harvesting of a portfolio of species","Economics (full, applied, agricultural, environmental, ecological)",NA,"Extinction","Extinction","Other","No","Yes","Forest","Common",500,"dupouey"
"839","A Solution Method for Uneven-Aged Management Applied to Norway Spruce","Peter Wikström","Department of Forest Resource Management and Geomatics, SLU, SE-90183 Umeå, Sweden","Sweden","Europe","Europe","Sweden",2000,"Forest Science","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Forest - not known - not known - Norway Spruce",0,"0","0","Theoretical & empirical","Dynamic","Numerical",NA,"Implicit","Absent","Normative","Optimal harvesting of a forest with natural ingrowth, age-structured","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",501,"wikström"
"840","Optimizing any-aged management of mixed-species stands. I. Performance of a coordinate-search process
","Robert G. Haight","USDA Forest Service","USA","North America","North America","USA",1990,"Canadian Journal of Forest Research","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest - not known - not known - mixed conifers",0,"0","0","Theoretical & empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Optimal harvesting of a forest with natural ingrowth, age-structured","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",228,"haight"
"841","Optimizing any-aged management of mixed-species stands. I. Performance of a coordinate-search process
","Robert Monserud","USDA Forest Service","USA","North America","North America","USA",1990,"Canadian Journal of Forest Research","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Forest - not known - not known - mixed conifers",0,"0","0","Theoretical & empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Optimal harvesting of a forest with natural ingrowth, age-structured","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",502,"monserud"
"842","Optimal management of uneven-aged Norway spruce stands","Olli Tahvonen","Department of Forest Sciences, PL 27, 00014 University of Helsinki,","Finland","Europe","Europe","Finland",2010,"Forest Ecology and Management","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Forest - not known - not known - Norway Spruce",0,"0","0","Theoretical & empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Optimal harvesting of a forest with natural ingrowth, age-structured","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",173,"tahvonen"
"843","Optimal management of uneven-aged Norway spruce stands","Timo Pukkala","University of Joensuu, Faculty of Forest Sciences, P.O. 111, 80101 Joensuu, Finland","Finland","Europe","Europe","Finland",2010,"Forest Ecology and Management","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Forest - not known - not known - Norway Spruce",0,"0","0","Theoretical & empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Optimal harvesting of a forest with natural ingrowth, age-structured","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",503,"pukkala"
"844","Optimal management of uneven-aged Norway spruce stands","Olavi Laiho","Finnish Forest Research Institute, Parkano, 39700 Parkano, Finland","Finland","Europe","Europe","Finland",2010,"Forest Ecology and Management","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Single species","Single","Forest - not known - not known - Norway Spruce",0,"0","0","Theoretical & empirical","Dynamic","Numerical",NA,"Absent","Absent","Normative","Optimal harvesting of a forest with natural ingrowth, age-structured","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",504,"laiho"
